1.0,0.0,0.0,
1.0,0.1,0.01108,
1.0,0.2,0.04996,
1.0,0.3,0.12857,
1.0,0.4,0.26673,
1.0,0.5,0.49993,
1.0,0.6,0.9002,
1.0,0.7,1.63343,
1.0,0.8,3.20128,
1.0,0.9,8.10187,
1.0,1.0,768.35679,
10.0,0.0,0.0,
10.0,0.1,0.061,
10.0,0.2,0.27506,
10.0,0.3,0.707,
10.0,0.4,1.47054,
10.0,0.5,2.74978,
10.0,0.6,4.94548,
10.0,0.7,8.96789,
10.0,0.8,17.63191,
10.0,0.9,44.65314,
10.0,1.0,1802.69366,
20.0,0.0,0.0,
20.0,0.1,0.11645,
20.0,0.2,0.52591,
20.0,0.3,1.35378,
20.0,0.4,2.80594,
20.0,0.5,5.25886,
20.0,0.6,9.45786,
20.0,0.7,17.1818,
20.0,0.8,33.5679,
20.0,0.9,84.23562,
20.0,1.0,2318.86043,
50.0,0.0,0.0,
50.0,0.1,0.28213,
50.0,0.2,1.275,
50.0,0.3,3.28333,
50.0,0.4,6.81138,
50.0,0.5,12.70798,
50.0,0.6,22.92838,
50.0,0.7,41.7016,
50.0,0.8,80.5438,
50.0,0.9,203.75734,
50.0,1.0,3488.32581,
